tracking_id,order_id,item_id,timestamp,status,location
97,15,40,2025-03-05 19:00:00,shipped,Medellín
98,15,40,2025-03-06 13:00:00,in_transit,Bogotá D.C.
99,15,40,2025-03-06 20:00:00,out_for_delivery,
100,15,40,2025-03-07 08:00:00,delivered,Dirección de Entrega
101,16,43,2025-04-05 00:00:00,order_placed,
102,16,43,2025-04-05 13:00:00,payment_confirmed,
103,16,43,2025-04-06 12:00:00,preparing,
104,16,43,2025-04-07 04:00:00,ready_for_pickup,
105,16,43,2025-04-08 00:00:00,shipped,Cali
106,16,43,2025-04-08 04:00:00,in_transit,Bogotá D.C.
107,16,43,2025-04-08 08:00:00,out_for_delivery,
108,16,43,2025-04-09 01:00:00,delivered,Dirección de Entrega
109,17,46,2025-06-13 00:00:00,order_placed,
110,17,46,2025-06-13 05:00:00,payment_confirmed,
111,17,46,2025-06-13 17:00:00,preparing,
112,17,46,2025-06-14 03:00:00,ready_for_pickup,
113,17,46,2025-06-14 19:00:00,shipped,Cali
114,17,46,2025-06-15 01:00:00,in_transit,Cali
115,17,46,2025-06-15 10:00:00,out_for_delivery,
116,17,46,2025-06-15 22:00:00,delivered,Dirección de Entrega
117,18,49,2025-05-02 00:00:00,order_placed,
118,18,49,2025-05-02 17:00:00,payment_confirmed,
119,18,49,2025-05-03 05:00:00,preparing,
120,18,49,2025-05-03 07:00:00,ready_for_pickup,
121,18,49,2025-05-03 10:00:00,shipped,Medellín
122,18,49,2025-05-04 08:00:00,in_transit,Bogotá D.C.
123,18,49,2025-05-05 07:00:00,out_for_delivery,
124,18,49,2025-05-05 17:00:00,delivered,Dirección de Entrega
125,19,54,2025-04-01 00:00:00,order_placed,
126,19,54,2025-04-01 17:00:00,payment_confirmed,
127,19,54,2025-04-02 16:00:00,preparing,
128,19,54,2025-04-03 15:00:00,ready_for_pickup,
129,19,54,2025-04-04 03:00:00,shipped,Cali
130,19,54,2025-04-04 16:00:00,in_transit,Cali
131,19,54,2025-04-05 13:00:00,out_for_delivery,
132,19,54,2025-04-06 06:00:00,delivered,Dirección de Entrega
133,20,59,2025-07-16 00:00:00,order_placed,
134,20,59,2025-07-16 21:00:00,payment_confirmed,
135,20,59,2025-07-17 01:00:00,preparing,
136,20,59,2025-07-17 19:00:00,ready_for_pickup,
137,20,59,2025-07-18 13:00:00,shipped,Cali
138,20,59,2025-07-19 06:00:00,in_transit,Cali
139,20,59,2025-07-20 05:00:00,out_for_delivery,
140,20,59,2025-07-20 17:00:00,delivered,Dirección de Entrega
141,21,62,2026-01-22 00:00:00,order_placed,
142,21,62,2026-01-22 06:00:00,payment_confirmed,
143,21,62,2026-01-23 01:00:00,preparing,
144,21,62,2026-01-24 00:00:00,ready_for_pickup,
145,21,62,2026-01-24 12:00:00,shipped,Cali
146,21,62,2026-01-25 10:00:00,in_transit,Barranquilla
147,21,62,2026-01-26 05:00:00,out_for_delivery,
148,21,62,2026-01-27 02:00:00,delivered,Dirección de Entrega
149,22,63,2026-01-19 00:00:00,order_placed,
150,22,63,2026-01-19 23:00:00,payment_confirmed,
151,22,63,2026-01-20 05:00:00,preparing,
152,22,63,2026-01-20 20:00:00,ready_for_pickup,
153,22,63,2026-01-21 18:00:00,shipped,Barranquilla
154,22,63,2026-01-22 13:00:00,in_transit,Bogotá D.C.
155,22,63,2026-01-23 00:00:00,out_for_delivery,
156,22,63,2026-01-23 09:00:00,delivered,Dirección de Entrega
157,23,65,2025-08-21 00:00:00,order_placed,
158,23,65,2025-08-21 15:00:00,payment_confirmed,
159,23,65,2025-08-22 07:00:00,preparing,
160,23,65,2025-08-22 20:00:00,ready_for_pickup,
161,23,65,2025-08-23 20:00:00,shipped,Medellín
162,23,65,2025-08-24 07:00:00,in_transit,Barranquilla
163,23,65,2025-08-25 02:00:00,out_for_delivery,
164,23,65,2025-08-25 23:00:00,delivered,Dirección de Entrega
165,24,70,2025-03-14 00:00:00,order_placed,
166,24,70,2025-03-14 13:00:00,payment_confirmed,
167,24,70,2025-03-15 03:00:00,preparing,
168,24,70,2025-03-15 05:00:00,ready_for_pickup,
169,24,70,2025-03-15 22:00:00,shipped,Barranquilla
170,24,70,2025-03-16 08:00:00,in_transit,Cali
171,24,70,2025-03-17 01:00:00,out_for_delivery,
172,24,70,2025-03-17 07:00:00,delivered,Dirección de Entrega
173,25,71,2025-12-17 00:00:00,order_placed,
174,25,71,2025-12-17 21:00:00,payment_confirmed,
175,25,71,2025-12-18 14:00:00,cancelled,
176,26,76,2025-07-20 00:00:00,order_placed,
177,26,76,2025-07-20 11:00:00,payment_confirmed,
178,26,76,2025-07-21 04:00:00,preparing,
179,26,76,2025-07-21 13:00:00,ready_for_pickup,
180,26,76,2025-07-22 01:00:00,shipped,Barranquilla
181,26,76,2025-07-23 01:00:00,in_transit,Medellín
182,26,76,2025-07-23 15:00:00,out_for_delivery,
183,26,76,2025-07-24 00:00:00,delivered,Dirección de Entrega
184,27,78,2025-04-09 00:00:00,order_placed,
185,27,78,2025-04-09 12:00:00,payment_confirmed,
186,27,78,2025-04-09 22:00:00,preparing,
187,27,78,2025-04-10 13:00:00,ready_for_pickup,
188,27,78,2025-04-11 09:00:00,shipped,Bogotá D.C.
189,27,78,2025-04-11 22:00:00,in_transit,Medellín
190,27,78,2025-04-12 16:00:00,out_for_delivery,
191,27,78,2025-04-12 21:00:00,delivered,Dirección de Entrega
192,28,79,2026-02-03 00:00:00,order_placed,
193,28,79,2026-02-03 08:00:00,payment_confirmed,
194,28,79,2026-02-04 08:00:00,preparing,
195,28,79,2026-02-05 06:00:00,ready_for_pickup,
196,28,79,2026-02-06 06:00:00,shipped,Bogotá D.C.
197,29,80,2025-12-21 00:00:00,order_placed,
198,29,80,2025-12-21 22:00:00,payment_confirmed,
199,29,80,2025-12-22 16:00:00,preparing,
200,29,80,2025-12-23 12:00:00,ready_for_pickup,
201,29,80,2025-12-24 07:00:00,shipped,Medellín
202,29,80,2025-12-25 00:00:00,in_transit,Bogotá D.C.
203,29,80,2025-12-25 19:00:00,out_for_delivery,
204,29,80,2025-12-26 08:00:00,delivered,Dirección de Entrega
205,30,82,2025-05-23 00:00:00,order_placed,
206,30,82,2025-05-23 17:00:00,payment_confirmed,
207,30,82,2025-05-24 17:00:00,preparing,
208,30,82,2025-05-24 23:00:00,ready_for_pickup,
209,30,82,2025-05-25 22:00:00,shipped,Cali
210,30,82,2025-05-26 05:00:00,in_transit,Barranquilla
211,30,82,2025-05-27 00:00:00,out_for_delivery,
212,30,82,2025-05-27 05:00:00,delivered,Dirección de Entrega
213,31,87,2025-10-03 00:00:00,order_placed,
214,31,87,2025-10-03 07:00:00,payment_confirmed,
215,31,87,2025-10-04 07:00:00,cancelled,
216,32,92,2025-05-24 00:00:00,order_placed,
217,32,92,2025-05-24 16:00:00,cancelled,
218,33,94,2025-06-23 00:00:00,order_placed,
219,33,94,2025-06-23 10:00:00,payment_confirmed,
220,33,94,2025-06-24 02:00:00,preparing,
221,33,94,2025-06-24 23:00:00,ready_for_pickup,
222,33,94,2025-06-25 14:00:00,shipped,Barranquilla
223,33,94,2025-06-26 01:00:00,in_transit,Cali
224,33,94,2025-06-26 08:00:00,out_for_delivery,
225,33,94,2025-06-26 13:00:00,delivered,Dirección de Entrega
226,34,96,2025-12-16 00:00:00,order_placed,
227,34,96,2025-12-16 13:00:00,payment_confirmed,
228,34,96,2025-12-17 05:00:00,preparing,
229,34,96,2025-12-17 14:00:00,ready_for_pickup,
230,34,96,2025-12-17 21:00:00,shipped,Cali
231,34,96,2025-12-18 00:00:00,in_transit,Medellín
232,34,96,2025-12-18 11:00:00,out_for_delivery,
233,34,96,2025-12-18 18:00:00,delivered,Dirección de Entrega
234,35,98,2025-03-20 00:00:00,order_placed,
235,35,98,2025-03-20 18:00:00,payment_confirmed,
236,35,98,2025-03-21 03:00:00,cancelled,
237,36,103,2026-01-22 00:00:00,order_placed,
238,36,103,2026-01-22 22:00:00,payment_confirmed,
239,36,103,2026-01-23 16:00:00,preparing,
240,36,103,2026-01-24 14:00:00,ready_for_pickup,
241,36,103,2026-01-24 19:00:00,shipped,Barranquilla
242,36,103,2026-01-25 04:00:00,in_transit,Cali
243,36,103,2026-01-25 15:00:00,out_for_delivery,
244,36,103,2026-01-25 17:00:00,delivered,Dirección de Entrega
245,37,108,2025-11-05 00:00:00,order_placed,
246,37,108,2025-11-05 04:00:00,payment_confirmed,
247,37,108,2025-11-05 06:00:00,preparing,
248,37,108,2025-11-06 05:00:00,ready_for_pickup,
249,37,108,2025-11-06 21:00:00,shipped,Barranquilla
250,37,108,2025-11-07 01:00:00,in_transit,Barranquilla
251,37,108,2025-11-07 18:00:00,out_for_delivery,
252,37,108,2025-11-07 21:00:00,delivered,Dirección de Entrega
253,38,110,2025-11-11 00:00:00,order_placed,
254,38,110,2025-11-11 12:00:00,payment_confirmed,
255,38,110,2025-11-12 03:00:00,preparing,
256,38,110,2025-11-13 00:00:00,ready_for_pickup,
257,38,110,2025-11-13 20:00:00,shipped,Cali
258,38,110,2025-11-14 05:00:00,in_transit,Medellín
259,38,110,2025-11-14 23:00:00,out_for_delivery,
260,38,110,2025-11-15 14:00:00,delivered,Dirección de Entrega
261,39,113,2025-05-17 00:00:00,order_placed,
262,39,113,2025-05-17 23:00:00,payment_confirmed,
263,39,113,2025-05-18 11:00:00,preparing,
264,39,113,2025-05-19 01:00:00,ready_for_pickup,
265,39,113,2025-05-19 23:00:00,shipped,Barranquilla
266,39,113,2025-05-20 20:00:00,in_transit,Barranquilla
267,39,113,2025-05-21 17:00:00,out_for_delivery,
268,39,113,2025-05-22 07:00:00,delivered,Dirección de Entrega
269,40,115,2025-06-12 00:00:00,order_placed,
270,40,115,2025-06-12 03:00:00,payment_confirmed,
271,40,115,2025-06-13 03:00:00,preparing,
272,40,115,2025-06-13 16:00:00,ready_for_pickup,
273,40,115,2025-06-14 13:00:00,shipped,Barranquilla
274,40,115,2025-06-14 18:00:00,in_transit,Bogotá D.C.
275,40,115,2025-06-15 05:00:00,out_for_delivery,
276,40,115,2025-06-15 11:00:00,delivered,Dirección de Entrega
277,41,120,2025-04-26 00:00:00,order_placed,
278,41,120,2025-04-26 17:00:00,payment_confirmed,
279,41,120,2025-04-27 09:00:00,preparing,
280,41,120,2025-04-28 07:00:00,ready_for_pickup,
281,41,120,2025-04-29 05:00:00,shipped,Medellín
282,41,120,2025-04-29 07:00:00,in_transit,Cali
283,41,120,2025-04-29 12:00:00,out_for_delivery,
284,41,120,2025-04-29 18:00:00,delivered,Dirección de Entrega
285,42,125,2025-10-30 00:00:00,order_placed,
286,42,125,2025-10-30 11:00:00,payment_confirmed,
287,42,125,2025-10-31 06:00:00,preparing,
288,42,125,2025-11-01 01:00:00,ready_for_pickup,
289,42,125,2025-11-01 06:00:00,shipped,Bogotá D.C.
290,42,125,2025-11-02 06:00:00,in_transit,Medellín
291,42,125,2025-11-02 22:00:00,out_for_delivery,
292,42,125,2025-11-03 17:00:00,delivered,Dirección de Entrega
293,43,127,2025-11-06 00:00:00,order_placed,
294,43,127,2025-11-06 09:00:00,payment_confirmed,
295,43,127,2025-11-06 19:00:00,cancelled,
296,44,130,2025-10-22 00:00:00,order_placed,
297,44,130,2025-10-22 15:00:00,payment_confirmed,
298,44,130,2025-10-22 19:00:00,preparing,
299,44,130,2025-10-23 03:00:00,ready_for_pickup,
300,44,130,2025-10-24 01:00:00,shipped,Medellín
301,44,130,2025-10-24 20:00:00,in_transit,Bogotá D.C.
302,44,130,2025-10-24 22:00:00,out_for_delivery,
303,44,130,2025-10-25 10:00:00,delivered,Dirección de Entrega
304,45,133,2025-04-17 00:00:00,order_placed,
305,45,133,2025-04-17 13:00:00,payment_confirmed,
306,45,133,2025-04-18 03:00:00,preparing,
307,45,133,2025-04-18 22:00:00,ready_for_pickup,
308,45,133,2025-04-19 02:00:00,shipped,Bogotá D.C.
309,45,133,2025-04-19 17:00:00,in_transit,Barranquilla
310,45,133,2025-04-20 16:00:00,out_for_delivery,
311,45,133,2025-04-20 19:00:00,delivered,Dirección de Entrega
312,46,136,2025-10-04 00:00:00,order_placed,
313,46,136,2025-10-04 07:00:00,payment_confirmed,
314,46,136,2025-10-04 21:00:00,preparing,
315,46,136,2025-10-05 19:00:00,ready_for_pickup,
316,46,136,2025-10-06 01:00:00,shipped,Medellín
317,46,136,2025-10-07 01:00:00,in_transit,Cali
318,46,136,2025-10-07 08:00:00,out_for_delivery,
319,46,136,2025-10-07 19:00:00,delivered,Dirección de Entrega
320,47,137,2025-02-10 00:00:00,order_placed,
321,47,137,2025-02-10 04:00:00,payment_confirmed,
322,47,137,2025-02-10 20:00:00,preparing,
323,47,137,2025-02-11 03:00:00,ready_for_pickup,
324,47,137,2025-02-11 12:00:00,shipped,Medellín
325,47,137,2025-02-11 23:00:00,in_transit,Barranquilla
326,47,137,2025-02-12 15:00:00,out_for_delivery,
327,47,137,2025-02-13 07:00:00,delivered,Dirección de Entrega
328,48,140,2025-08-29 00:00:00,order_placed,
329,48,140,2025-08-29 21:00:00,payment_confirmed,
330,48,140,2025-08-30 20:00:00,preparing,
331,48,140,2025-08-31 06:00:00,ready_for_pickup,
332,48,140,2025-08-31 08:00:00,shipped,Cali
333,48,140,2025-08-31 15:00:00,in_transit,Cali
334,48,140,2025-09-01 08:00:00,out_for_delivery,
335,48,140,2025-09-01 18:00:00,delivered,Dirección de Entrega
336,49,143,2025-07-14 00:00:00,order_placed,
337,49,143,2025-07-14 02:00:00,payment_confirmed,
338,49,143,2025-07-14 04:00:00,preparing,
339,49,143,2025-07-14 21:00:00,ready_for_pickup,
340,49,143,2025-07-15 00:00:00,shipped,Bogotá D.C.
341,49,143,2025-07-15 20:00:00,in_transit,Bogotá D.C.
342,49,143,2025-07-16 12:00:00,out_for_delivery,
343,49,143,2025-07-16 15:00:00,delivered,Dirección de Entrega
344,50,145,2025-06-06 00:00:00,order_placed,
345,50,145,2025-06-06 04:00:00,payment_confirmed,
346,50,145,2025-06-06 08:00:00,preparing,
347,50,145,2025-06-06 10:00:00,ready_for_pickup,
348,50,145,2025-06-06 17:00:00,shipped,Bogotá D.C.
349,50,145,2025-06-07 02:00:00,in_transit,Medellín
350,50,145,2025-06-07 05:00:00,out_for_delivery,
351,50,145,2025-06-07 08:00:00,delivered,Dirección de Entrega
352,51,147,2025-10-03 00:00:00,order_placed,
353,51,147,2025-10-03 02:00:00,payment_confirmed,
354,51,147,2025-10-03 14:00:00,cancelled,
355,52,151,2025-10-28 00:00:00,order_placed,
356,52,151,2025-10-28 11:00:00,payment_confirmed,
357,52,151,2025-10-29 04:00:00,preparing,
358,52,151,2025-10-29 06:00:00,ready_for_pickup,
359,52,151,2025-10-30 05:00:00,shipped,Barranquilla
360,52,151,2025-10-30 22:00:00,in_transit,Cali
361,52,151,2025-10-31 10:00:00,out_for_delivery,
362,52,151,2025-10-31 20:00:00,delivered,Dirección de Entrega
363,53,156,2025-05-01 00:00:00,order_placed,
364,53,156,2025-05-01 18:00:00,payment_confirmed,
365,53,156,2025-05-02 01:00:00,preparing,
366,53,156,2025-05-02 21:00:00,ready_for_pickup,
367,53,156,2025-05-02 23:00:00,shipped,Medellín
368,53,156,2025-05-03 01:00:00,in_transit,Medellín
369,53,156,2025-05-04 01:00:00,out_for_delivery,
370,53,156,2025-05-04 12:00:00,delivered,Dirección de Entrega
371,54,160,2025-07-25 00:00:00,order_placed,
372,54,160,2025-07-25 09:00:00,payment_confirmed,
373,54,160,2025-07-25 18:00:00,preparing,
374,54,160,2025-07-26 16:00:00,ready_for_pickup,
375,54,160,2025-07-26 22:00:00,shipped,Cali
376,54,160,2025-07-27 05:00:00,in_transit,Barranquilla
377,54,160,2025-07-28 01:00:00,out_for_delivery,
378,54,160,2025-07-28 14:00:00,delivered,Dirección de Entrega
379,55,164,2025-04-10 00:00:00,order_placed,
380,55,164,2025-04-10 21:00:00,payment_confirmed,
381,55,164,2025-04-11 09:00:00,preparing,
382,55,164,2025-04-11 17:00:00,ready_for_pickup,
383,55,164,2025-04-12 03:00:00,shipped,Medellín
384,55,164,2025-04-12 09:00:00,in_transit,Barranquilla
385,55,164,2025-04-12 20:00:00,out_for_delivery,
386,55,164,2025-04-13 10:00:00,delivered,Dirección de Entrega
387,56,168,2025-09-20 00:00:00,order_placed,
388,56,168,2025-09-20 08:00:00,payment_confirmed,
389,56,168,2025-09-20 13:00:00,preparing,
390,56,168,2025-09-21 03:00:00,ready_for_pickup,
391,56,168,2025-09-21 07:00:00,shipped,Bogotá D.C.
392,56,168,2025-09-21 15:00:00,in_transit,Bogotá D.C.
393,56,168,2025-09-21 21:00:00,out_for_delivery,
394,56,168,2025-09-22 04:00:00,delivered,Dirección de Entrega
395,57,172,2025-11-27 00:00:00,order_placed,
396,57,172,2025-11-27 18:00:00,payment_confirmed,
397,57,172,2025-11-28 08:00:00,preparing,
398,57,172,2025-11-29 06:00:00,ready_for_pickup,
399,57,172,2025-11-29 10:00:00,shipped,Medellín
400,57,172,2025-11-29 23:00:00,in_transit,Medellín
401,57,172,2025-11-30 04:00:00,out_for_delivery,
402,57,172,2025-11-30 10:00:00,delivered,Dirección de Entrega
403,58,173,2025-07-18 00:00:00,order_placed,
404,58,173,2025-07-18 06:00:00,payment_confirmed,
405,58,173,2025-07-18 22:00:00,preparing,
406,58,173,2025-07-19 13:00:00,ready_for_pickup,
407,58,173,2025-07-19 23:00:00,shipped,Bogotá D.C.
408,58,173,2025-07-20 21:00:00,in_transit,Medellín
409,58,173,2025-07-21 18:00:00,out_for_delivery,
410,58,173,2025-07-22 16:00:00,delivered,Dirección de Entrega
411,59,175,2025-08-04 00:00:00,order_placed,
412,59,175,2025-08-04 14:00:00,payment_confirmed,
413,59,175,2025-08-05 09:00:00,preparing,
414,59,175,2025-08-06 02:00:00,ready_for_pickup,
415,59,175,2025-08-06 18:00:00,shipped,Bogotá D.C.
416,59,175,2025-08-06 20:00:00,in_transit,Barranquilla
417,59,175,2025-08-07 07:00:00,out_for_delivery,
418,59,175,2025-08-07 17:00:00,delivered,Dirección de Entrega
419,60,179,2025-05-05 00:00:00,order_placed,
420,60,179,2025-05-05 04:00:00,payment_confirmed,
421,60,179,2025-05-05 19:00:00,preparing,
422,60,179,2025-05-06 06:00:00,ready_for_pickup,
423,60,179,2025-05-07 01:00:00,shipped,Bogotá D.C.
424,60,179,2025-05-07 18:00:00,in_transit,Medellín
425,60,179,2025-05-07 21:00:00,out_for_delivery,
426,60,179,2025-05-08 20:00:00,delivered,Dirección de Entrega
427,61,180,2026-01-23 00:00:00,order_placed,
428,61,180,2026-01-23 22:00:00,payment_confirmed,
429,61,180,2026-01-24 13:00:00,preparing,
430,61,180,2026-01-25 10:00:00,ready_for_pickup,
431,61,180,2026-01-25 16:00:00,shipped,Cali
432,61,180,2026-01-26 03:00:00,in_transit,Medellín
433,61,180,2026-01-26 20:00:00,out_for_delivery,
434,61,180,2026-01-27 14:00:00,delivered,Dirección de Entrega
435,62,184,2025-09-19 00:00:00,order_placed,
436,62,184,2025-09-19 16:00:00,payment_confirmed,
437,62,184,2025-09-20 13:00:00,preparing,
438,62,184,2025-09-20 20:00:00,ready_for_pickup,
439,62,184,2025-09-21 00:00:00,shipped,Cali
440,62,184,2025-09-21 04:00:00,in_transit,Cali
441,62,184,2025-09-21 12:00:00,out_for_delivery,
442,62,184,2025-09-21 23:00:00,delivered,Dirección de Entrega
443,63,185,2025-04-17 00:00:00,order_placed,
444,63,185,2025-04-17 07:00:00,payment_confirmed,
445,63,185,2025-04-17 14:00:00,preparing,
446,63,185,2025-04-18 06:00:00,ready_for_pickup,
447,63,185,2025-04-18 10:00:00,shipped,Medellín
448,63,185,2025-04-19 04:00:00,in_transit,Medellín
449,63,185,2025-04-19 09:00:00,out_for_delivery,
450,63,185,2025-04-19 16:00:00,delivered,Dirección de Entrega
451,64,186,2025-08-25 00:00:00,order_placed,
452,64,186,2025-08-25 04:00:00,payment_confirmed,
453,64,186,2025-08-25 08:00:00,preparing,
454,64,186,2025-08-25 19:00:00,ready_for_pickup,
455,64,186,2025-08-26 08:00:00,shipped,Cali
456,64,186,2025-08-26 23:00:00,in_transit,Bogotá D.C.
457,64,186,2025-08-27 19:00:00,out_for_delivery,
458,64,186,2025-08-28 10:00:00,delivered,Dirección de Entrega
459,65,191,2025-07-01 00:00:00,order_placed,
460,65,191,2025-07-01 02:00:00,payment_confirmed,
461,65,191,2025-07-01 06:00:00,preparing,
462,65,191,2025-07-01 09:00:00,ready_for_pickup,
463,65,191,2025-07-01 14:00:00,shipped,Cali
464,65,191,2025-07-02 14:00:00,in_transit,Cali
465,65,191,2025-07-03 00:00:00,out_for_delivery,
466,65,191,2025-07-03 11:00:00,delivered,Dirección de Entrega
467,66,196,2026-01-17 00:00:00,order_placed,
468,66,196,2026-01-17 11:00:00,cancelled,
469,67,201,2025-06-02 00:00:00,order_placed,
470,67,201,2025-06-02 06:00:00,payment_confirmed,
471,67,201,2025-06-02 16:00:00,preparing,
472,67,201,2025-06-03 08:00:00,ready_for_pickup,
473,67,201,2025-06-03 19:00:00,shipped,Cali
474,67,201,2025-06-04 13:00:00,in_transit,Bogotá D.C.
475,67,201,2025-06-05 01:00:00,out_for_delivery,
476,67,201,2025-06-05 21:00:00,delivered,Dirección de Entrega
477,68,203,2025-05-15 00:00:00,order_placed,
478,68,203,2025-05-15 15:00:00,payment_confirmed,
479,68,203,2025-05-16 11:00:00,cancelled,
480,69,207,2025-03-24 00:00:00,order_placed,
481,69,207,2025-03-24 17:00:00,payment_confirmed,
482,69,207,2025-03-25 03:00:00,preparing,
483,69,207,2025-03-25 19:00:00,ready_for_pickup,
484,69,207,2025-03-26 11:00:00,shipped,Barranquilla
485,69,207,2025-03-27 01:00:00,in_transit,Medellín
486,69,207,2025-03-28 00:00:00,out_for_delivery,
487,69,207,2025-03-28 19:00:00,delivered,Dirección de Entrega
488,70,209,2026-01-02 00:00:00,order_placed,
489,70,209,2026-01-02 08:00:00,payment_confirmed,
490,70,209,2026-01-03 04:00:00,cancelled,
491,71,210,2025-08-10 00:00:00,order_placed,
492,71,210,2025-08-10 10:00:00,payment_confirmed,
493,71,210,2025-08-11 05:00:00,preparing,
494,71,210,2025-08-11 17:00:00,ready_for_pickup,
495,71,210,2025-08-11 23:00:00,shipped,Cali
496,71,210,2025-08-12 18:00:00,in_transit,Bogotá D.C.
